ID,Class
2988,P
2989,S
2990,s
2991,N
2992,M
2993,Z
2994,E
2995,G
2996,p
2997,B
2998,k
2999,S
3000,r
3001,S
3002,G
3003,h
3004,H
3005,U
3006,Z
3007,N
3008,X
3009,E
3010,I
3011,R
3012,C
3013,V
3014,n
3015,o
3016,G
3017,R
3018,1
3019,R
3020,N
3021,H
3022,C
3023,S
3024,R
3025,e
3026,L
3027,i
3028,n
3029,s
3030,S
3031,S
3032,K
3033,o
3034,A
3035,P
3036,C
3037,n
3038,i
3039,e
3040,o
3041,H
3042,E
3043,D
3044,r
3045,a
3046,I
3047,o
3048,4
3049,n
3050,a
3051,T
3052,a
3053,i
3054,F
3055,1
3056,r
3057,P
3058,R
3059,2
3060,E
3061,A
3062,I
3063,N
3064,o
3065,N
3066,S
3067,K
3068,O
3069,L
3070,R
3071,2
3072,B
3073,W
3074,o
3075,S
3076,n
3077,T
3078,P
3079,O
3080,D
3081,E
3082,t
3083,R
3084,H
3085,P
3086,L
3087,i
3088,E
3089,E
3090,u
3091,S
3092,I
3093,A
3094,D
3095,K
3096,Y
3097,E
3098,S
3099,A
3100,A
3101,o
3102,I
3103,C
3104,0
3105,C
3106,P
3107,M
3108,O
3109,0
3110,s
3111,a
3112,n
3113,n
3114,R
3115,A
3116,H
3117,S
3118,l
3119,L
3120,l
3121,A
3122,m
3123,A
3124,G
3125,s
3126,U
3127,V
3128,E
3129,T
3130,e
3131,I
3132,c
3133,C
3134,l
3135,D
3136,q
3137,B
3138,A
3139,T
3140,A
3141,r
3142,T
3143,R
3144,S
3145,L
3146,P
3147,S
3148,R
3149,a
3150,N
3151,L
3152,L
3153,R
3154,C
3155,O
3156,m
3157,a
3158,R
3159,A
3160,O
3161,R
3162,e
3163,W
3164,L
3165,G
3166,A
3167,t
3168,A
3169,c
3170,Q
3171,A
3172,0
3173,t
3174,I
3175,Z
3176,r
3177,t
3178,j
3179,T
3180,g
3181,S
3182,l
3183,c
3184,V
3185,T
3186,t
3187,t
3188,g
3189,i
3190,g
3191,E
3192,N
3193,O
3194,L
3195,i
3196,S
3197,1
3198,C
3199,E
3200,E
3201,e
3202,O
3203,e
3204,b
3205,A
3206,D
3207,d
3208,1
3209,I
3210,V
3211,z
3212,n
3213,N
3214,e
3215,D
3216,a
3217,t
3218,e
3219,D
3220,G
3221,n
3222,L
3223,R
3224,E
3225,A
3226,r
3227,T
3228,E
3229,r
3230,e
3231,n
3232,S
3233,E
3234,j
3235,U
3236,5
3237,M
3238,d
3239,N
3240,x
3241,T
3242,D
3243,4
3244,T
3245,N
3246,L
3247,F
3248,E
3249,A
3250,r
3251,C
3252,D
3253,C
3254,R
3255,Y
3256,O
3257,1
3258,G
3259,p
3260,I
3261,U
3262,O
3263,I
3264,L
3265,M
3266,E
3267,3
3268,6
3269,P
3270,y
3271,V
3272,r
3273,E
3274,E
3275,J
3276,A
3277,R
3278,N
3279,N
3280,G
3281,O
3282,x
3283,G
3284,5
3285,p
3286,A
3287,a
3288,N
3289,O
3290,L
3291,L
3292,q
3293,F
3294,s
3295,9
3296,D
3297,B
3298,5
3299,X
3300,a
3301,V
3302,1
3303,R
3304,t
3305,e
3306,g
3307,L
3308,J
3309,R
3310,S
3311,O
3312,O
3313,W
3314,N
3315,K
3316,l
3317,O
3318,n
3319,s
3320,l
3321,U
3322,W
3323,C
3324,8
3325,E
3326,t
3327,s
3328,P
3329,G
3330,N
3331,0
3332,R
3333,m
3334,t
3335,6
3336,I
3337,L
3338,S
3339,R
3340,R
3341,s
3342,2
3343,U
3344,O
3345,S
3346,O
3347,R
3348,7
3349,J
3350,l
3351,B
3352,T
3353,T
3354,3
3355,c
3356,Z
3357,i
3358,5
3359,S
3360,o
3361,E
3362,N
3363,E
3364,t
3365,E
3366,I
3367,I
3368,R
3369,L
3370,T
3371,Y
3372,r
3373,A
3374,E
3375,H
3376,h
3377,O
3378,D
3379,N
3380,L
3381,W
3382,K
3383,0
3384,C
3385,6
3386,O
3387,S
3388,E
3389,J
3390,d
3391,G
3392,V
3393,T
3394,I
3395,e
3396,q
3397,O
3398,0
3399,R
3400,I
3401,R
3402,O
3403,N
3404,E
3405,7
3406,s
3407,D
3408,O
3409,J
3410,A
3411,R
3412,o
3413,E
3414,P
3415,A
3416,h
3417,I
3418,D
3419,d
3420,V
3421,R
3422,a
3423,S
3424,4
3425,7
3426,O
3427,7
3428,F
3429,d
3430,H
3431,n
3432,c
3433,R
3434,f
3435,U
3436,P
3437,s
3438,B
3439,a
3440,N
3441,R
3442,k
3443,W
3444,I
3445,G
3446,E
3447,A
3448,I
3449,O
3450,o
3451,C
3452,i
3453,o
3454,o
3455,A
3456,A
3457,v
3458,O
3459,I
3460,O
3461,B
3462,A
3463,G
3464,C
3465,e
3466,t
3467,A
3468,E
3469,T
3470,e
3471,E
3472,E
3473,i
3474,H
3475,N
3476,o
3477,M
3478,d
3479,o
3480,I
3481,X
3482,L
3483,S
3484,2
3485,E
3486,H
3487,n
3488,E
3489,r
3490,T
3491,O
3492,D
3493,m
3494,s
3495,r
3496,N
3497,G
3498,T
3499,B
3500,9
3501,O
3502,E
3503,g
3504,e
3505,0
3506,I
3507,N
3508,k
3509,L
3510,N
3511,S
3512,O
3513,T
3514,B
3515,9
3516,T
3517,c
3518,I
3519,Q
3520,N
3521,0
3522,A
3523,u
3524,A
3525,A
3526,r
3527,0
3528,e
3529,E
3530,L
3531,d
3532,U
3533,m
3534,O
3535,I
3536,o
3537,A
3538,y
3539,E
3540,3
3541,E
3542,a
3543,b
3544,C
3545,o
3546,J
3547,x
3548,X
3549,t
3550,A
3551,R
3552,f
3553,s
3554,S
3555,A
3556,A
3557,V
3558,p
3559,O
3560,V
3561,O
3562,D
3563,N
3564,N
3565,C
3566,g
3567,A
3568,S
3569,N
3570,S
3571,T
3572,E
3573,I
3574,G
3575,Z
3576,O
3577,R
3578,O
3579,O
3580,e
3581,G
3582,B
3583,5
3584,g
3585,v
3586,A
3587,U
3588,F
3589,f
3590,Z
3591,S
3592,W
3593,D
3594,n
3595,m
3596,H
3597,T
3598,9
3599,R
3600,r
3601,E
3602,A
3603,P
3604,r
3605,6
3606,A
3607,O
3608,t
3609,R
3610,M
3611,t
3612,T
3613,S
3614,R
3615,Q
3616,2
3617,A
3618,w
3619,O
3620,a
3621,O
3622,S
3623,4
3624,B
3625,E
3626,T
3627,L
3628,1
3629,y
3630,P
3631,o
3632,m
3633,I
3634,E
3635,I
3636,Y
3637,O
3638,U
3639,1
3640,h
3641,S
3642,A
3643,O
3644,w
3645,t
3646,D
3647,x
3648,o
3649,d
3650,8
3651,L
3652,l
3653,D
3654,D
3655,C
3656,W
3657,m
3658,E
3659,r
3660,L
3661,i
3662,H
3663,R
3664,R
3665,o
3666,l
3667,G
3668,C
3669,m
3670,A
3671,l
3672,A
3673,p
3674,S
3675,A
3676,O
3677,M
3678,U
3679,A
3680,5
3681,H
3682,K
3683,D
3684,E
3685,R
3686,L
3687,P
3688,a
3689,P
3690,D
3691,K
3692,e
3693,h
3694,S
3695,9
3696,H
3697,t
3698,o
3699,9
3700,N
3701,O
3702,5
3703,D
3704,F
3705,K
3706,I
3707,S
3708,V
3709,Z
3710,H
3711,r
3712,F
3713,C
3714,r
3715,O
3716,H
3717,V
3718,M
3719,S
3720,R
3721,L
3722,B
3723,B
3724,T
3725,T
3726,O
3727,O
3728,u
3729,X
3730,I
3731,N
3732,T
3733,o
3734,C
3735,O
3736,I
3737,R
3738,2
3739,i
3740,E
3741,R
3742,g
3743,R
3744,a
3745,T
3746,y
3747,C
3748,S
3749,E
3750,R
3751,X
3752,C
3753,p
3754,W
3755,0
3756,D
3757,e
3758,A
3759,O
3760,O
3761,z
3762,C
3763,g
3764,P
3765,I
3766,0
3767,3
3768,L
3769,T
3770,T
3771,J
3772,I
3773,I
3774,R
3775,0
3776,O
3777,G
3778,I
3779,S
3780,D
3781,N
3782,T
3783,O
3784,E
3785,T
3786,i
3787,L
3788,I
3789,S
3790,I
3791,n
3792,D
3793,E
3794,a
3795,A
3796,r
3797,P
3798,I
3799,y
3800,H
3801,I
3802,C
3803,Q
3804,C
3805,C
3806,A
3807,R
3808,A
3809,r
3810,C
3811,I
3812,R
3813,U
3814,r
3815,D
3816,L
3817,D
3818,L
3819,o
3820,N
3821,E
3822,F
3823,e
3824,C
3825,H
3826,1
3827,i
3828,s
3829,G
3830,C
3831,F
3832,L
3833,G
3834,M
3835,A
3836,2
3837,n
3838,A
3839,S
3840,A
3841,l
3842,C
3843,R
3844,E
3845,N
3846,A
3847,a
3848,V
3849,R
3850,I
3851,G
3852,T
3853,g
3854,F
3855,J
3856,R
3857,e
3858,n
3859,O
3860,Q
3861,M
3862,R
3863,L
3864,n
3865,E
3866,P
3867,l
3868,A
3869,N
3870,O
3871,O
3872,n
3873,S
3874,T
3875,e
3876,a
3877,X
3878,H
3879,N
3880,A
3881,F
3882,S
3883,t
3884,H
3885,w
3886,N
3887,N
3888,S
3889,S
3890,Y
3891,S
3892,4
3893,P
3894,Y
3895,a
3896,K
3897,E
3898,E
3899,R
3900,X
3901,e
3902,C
3903,G
3904,C
3905,A
3906,a
3907,c
3908,I
3909,Q
3910,o
3911,E
3912,2
3913,0
3914,e
3915,P
3916,o
3917,L
3918,I
3919,n
3920,Y
3921,b
3922,C
3923,L
3924,U
3925,y
3926,1
3927,4
3928,r
3929,R
3930,0
3931,N
3932,e
3933,N
3934,Z
3935,E
3936,L
3937,R
3938,O
3939,E
3940,e
3941,C
3942,Y
3943,o
3944,G
3945,I
3946,A
3947,t
3948,J
3949,o
3950,U
3951,R
3952,A
3953,M
3954,r
3955,0
3956,E
3957,N
3958,B
3959,0
3960,n
3961,h
3962,t
3963,R
3964,J
3965,e
3966,O
3967,E
3968,K
3969,E
3970,R
3971,U
3972,U
3973,l
3974,Y
3975,7
3976,C
3977,n
3978,i
3979,j
3980,n
3981,B
3982,A
3983,N
3984,o
3985,Q
3986,M
3987,n
3988,I
3989,S
3990,R
3991,a
3992,S
3993,u
3994,2
3995,T
3996,9
3997,T
3998,e
3999,A
4000,2
4001,L
4002,s
4003,N
4004,C
4005,I
4006,U
4007,l
4008,N
4009,w
4010,3
4011,x
4012,S
4013,O
4014,B
4015,E
4016,E
4017,R
4018,S
4019,B
4020,t
4021,D
4022,W
4023,I
4024,o
4025,B
4026,Y
4027,l
4028,N
4029,J
4030,S
4031,A
4032,I
4033,C
4034,R
4035,Q
4036,O
4037,n
4038,2
4039,A
4040,B
4041,E
4042,l
4043,i
4044,Z
4045,2
4046,H
4047,9
4048,e
4049,A
4050,l
4051,P
4052,B
4053,E
4054,y
4055,c
4056,R
4057,I
4058,A
4059,A
4060,1
4061,E
4062,R
4063,l
4064,0
4065,F
4066,i
4067,o
4068,m
4069,A
4070,I
4071,u
4072,R
4073,a
4074,r
4075,G
4076,S
4077,n
4078,S
4079,o
4080,4
4081,o
4082,E
4083,M
4084,A
4085,A
4086,E
4087,O
4088,a
4089,M
4090,H
4091,U
4092,m
4093,H
4094,e
4095,v
4096,Z
4097,A
4098,N
4099,c
4100,I
4101,l
4102,0
4103,n
4104,5
4105,I
4106,E
4107,C
4108,K
4109,E
4110,p
4111,A
4112,N
4113,I
4114,E
4115,C
4116,t
4117,A
4118,e
4119,J
4120,A
4121,A
4122,S
4123,A
4124,S
4125,H
4126,T
4127,L
4128,E
4129,F
4130,R
4131,A
4132,T
4133,C
4134,G
4135,S
4136,m
4137,G
4138,R
4139,E
4140,N
4141,R
4142,M
4143,S
4144,P
4145,N
4146,E
4147,N
4148,a
4149,6
4150,O
4151,S
4152,C
4153,M
4154,c
4155,R
4156,S
4157,s
4158,o
4159,W
4160,y
4161,A
4162,L
4163,T
4164,T
4165,D
4166,h
4167,M
4168,a
4169,N
4170,E
4171,s
4172,E
4173,n
4174,O
4175,A
4176,n
4177,I
4178,I
4179,V
4180,o
4181,d
4182,E
4183,D
4184,C
4185,C
4186,i
4187,S
4188,T
4189,P
4190,4
4191,s
4192,q
4193,7
4194,A
4195,S
4196,m
4197,u
4198,A
4199,S
4200,N
4201,D
4202,R
4203,o
4204,R
4205,S
4206,N
4207,A
4208,B
4209,b
4210,T
4211,M
4212,R
4213,I
4214,N
4215,t
4216,R
4217,P
4218,e
4219,e
4220,P
4221,S
4222,6
4223,m
4224,S
4225,O
4226,l
4227,E
4228,E
4229,h
4230,e
4231,R
4232,o
4233,L
4234,T
4235,A
4236,E
4237,R
4238,s
4239,N
4240,I
4241,D
4242,L
4243,2
4244,4
4245,9
4246,O
4247,O
4248,A
4249,s
4250,D
4251,k
4252,4
4253,C
4254,B
4255,E
4256,u
4257,E
4258,n
4259,H
4260,A
4261,N
4262,Z
4263,8
4264,o
4265,J
4266,O
4267,i
4268,R
4269,N
4270,U
4271,c
4272,C
4273,H
4274,C
4275,h
4276,W
4277,N
4278,N
4279,O
4280,P
4281,F
4282,G
4283,t
4284,o
4285,L
4286,C
4287,l
4288,P
4289,N
4290,I
4291,E
4292,M
4293,R
4294,O
4295,e
4296,E
4297,E
4298,5
4299,E
4300,i
4301,n
4302,A
4303,A
4304,p
4305,A
4306,N
4307,F
4308,i
4309,i
4310,N
4311,I
4312,N
4313,S
4314,S
4315,A
4316,C
4317,P
4318,E
4319,I
4320,S
4321,D
4322,R
4323,S
4324,I
4325,H
4326,O
4327,R
4328,i
4329,H
4330,A
4331,I
4332,R
4333,R
4334,E
4335,I
4336,G
4337,u
4338,A
4339,7
4340,N
4341,T
4342,N
4343,I
4344,V
4345,i
4346,A
4347,Z
4348,a
4349,D
4350,n
4351,H
4352,N
4353,O
4354,L
4355,S
4356,C
4357,D
4358,m
4359,J
4360,C
4361,A
4362,W
4363,S
4364,H
4365,T
4366,r
4367,i
4368,S
4369,A
4370,e
4371,O
4372,r
4373,C
4374,T
4375,S
4376,T
4377,G
4378,A
4379,D
4380,R
4381,5
4382,a
4383,t
4384,A
4385,a
4386,E
4387,A
4388,5
4389,b
4390,S
4391,N
4392,D
4393,M
4394,B
4395,A
4396,A
4397,A
4398,8
4399,H
4400,a
4401,T
4402,H
4403,I
4404,1
4405,i
4406,N
4407,O
4408,H
4409,A
4410,H
4411,M
4412,E
4413,A
4414,h
4415,E
4416,o
4417,2
4418,N
4419,O
4420,2
4421,w
4422,q
4423,A
4424,l
4425,I
4426,A
4427,c
4428,P
4429,1
4430,g
4431,I
4432,T
4433,o
4434,a
4435,c
4436,n
4437,v
4438,A
4439,L
4440,T
4441,1
4442,H
4443,I
4444,r
4445,N
4446,t
4447,B
4448,C
4449,A
4450,L
4451,A
4452,S
4453,U
4454,S
4455,O
4456,e
4457,a
4458,O
4459,5
4460,S
4461,p
4462,U
4463,N
4464,4
4465,G
4466,o
4467,O
4468,R
4469,E
4470,A
4471,4
4472,s
4473,r
4474,V
4475,E
4476,U
4477,d
4478,N
4479,A
4480,o
4481,T
4482,W
4483,H
4484,I
4485,C
4486,N
4487,A
4488,S
4489,m
4490,e
4491,P
4492,r
4493,5
4494,E
4495,E
4496,a
4497,1
4498,C
4499,n
4500,O
4501,X
4502,L
4503,z
4504,4
4505,i
4506,O
4507,T
4508,P
4509,M
4510,M
4511,L
4512,S
4513,D
4514,B
4515,H
4516,Z
4517,T
4518,R
4519,3
4520,i
4521,D
4522,O
4523,t
4524,n
4525,o
4526,6
4527,S
4528,R
4529,I
4530,F
4531,N
4532,C
4533,e
4534,S
4535,E
4536,t
4537,I
4538,p
4539,M
4540,s
4541,X
4542,g
4543,A
4544,A
4545,A
4546,R
4547,e
4548,J
4549,E
4550,n
4551,e
4552,B
4553,r
4554,E
4555,T
4556,a
4557,e
4558,J
4559,b
4560,J
4561,A
4562,I
4563,T
4564,I
4565,P
4566,K
4567,e
4568,A
4569,x
4570,I
4571,L
4572,t
4573,C
4574,E
4575,d
4576,V
4577,O
4578,A
4579,T
4580,T
4581,r
4582,A
4583,U
4584,6
4585,t
4586,L
4587,N
4588,u
4589,R
4590,R
4591,I
4592,A
4593,q
4594,N
4595,I
4596,o
4597,R
4598,o
4599,p
4600,m
4601,R
4602,P
4603,b
4604,A
4605,s
4606,C
4607,A
4608,a
4609,k
4610,r
4611,c
4612,i
4613,U
4614,E
4615,8
4616,x
4617,e
4618,e
4619,A
4620,I
4621,P
4622,i
4623,r
4624,R
4625,H
4626,P
4627,7
4628,I
4629,s
4630,E
4631,B
4632,E
4633,b
4634,h
4635,5
4636,T
4637,E
4638,T
4639,R
4640,2
4641,S
4642,s
4643,B
4644,N
4645,m
4646,S
4647,D
4648,7
4649,R
4650,E
4651,S
4652,v
4653,k
4654,T
4655,N
4656,6
4657,e
4658,O
4659,O
4660,A
4661,0
4662,L
4663,w
4664,2
4665,E
4666,p
4667,E
4668,0
4669,a
4670,M
4671,S
4672,U
4673,M
4674,A
4675,B
4676,t
4677,s
4678,f
4679,e
4680,4
4681,E
4682,d
4683,6
4684,F
4685,o
4686,I
4687,u
4688,0
4689,P
4690,B
4691,t
4692,N
4693,I
4694,O
4695,V
4696,D
4697,I
4698,0
4699,U
4700,E
4701,S
4702,L
4703,A
4704,J
4705,R
4706,A
4707,O
4708,K
4709,5
4710,L
4711,n
4712,X
4713,O
4714,e
4715,l
4716,o
4717,M
4718,X
4719,S
4720,E
4721,p
4722,U
4723,O
4724,A
4725,K
4726,1
4727,W
4728,W
4729,R
4730,T
4731,l
4732,A
4733,u
4734,J
4735,q
4736,k
4737,E
4738,S
4739,v
4740,e
4741,P
4742,I
4743,t
4744,O
4745,S
4746,S
4747,N
4748,M
4749,E
4750,N
4751,A
4752,w
4753,1
4754,P
4755,N
4756,L
4757,H
4758,f
4759,t
4760,K
4761,O
4762,w
4763,V
4764,0
4765,O
4766,N
4767,U
4768,A
4769,H
4770,B
4771,l
4772,E
4773,0
4774,S
4775,X
4776,U
4777,R
4778,4
4779,E
4780,8
4781,O
4782,t
4783,X
4784,S
4785,k
4786,1
4787,e
4788,P
4789,A
4790,G
4791,S
4792,a
4793,I
4794,I
4795,M
4796,T
4797,A
4798,h
4799,T
4800,I
4801,T
4802,o
4803,6
4804,a
4805,N
4806,i
4807,Y
4808,M
4809,a
4810,R
4811,A
4812,0
4813,F
4814,O
4815,A
4816,C
4817,r
4818,B
4819,A
4820,b
4821,A
4822,S
4823,R
4824,B
4825,a
4826,C
4827,M
4828,R
4829,K
4830,h
4831,R
4832,2
4833,c
4834,O
4835,N
4836,y
4837,V
4838,C
4839,J
4840,M
4841,r
4842,n
4843,R
4844,R
4845,E
4846,K
4847,6
4848,A
4849,L
4850,M
4851,o
4852,A
4853,A
4854,e
4855,o
4856,F
4857,a
4858,B
4859,D
4860,E
4861,e
4862,x
4863,N
4864,H
4865,1
4866,n
4867,9
4868,o
4869,i
4870,D
4871,L
4872,U
4873,D
4874,B
4875,e
4876,d
4877,H
4878,R
4879,T
4880,H
4881,T
4882,E
4883,J
4884,U
4885,T
4886,F
4887,E
4888,b
4889,t
4890,A
4891,N
4892,J
4893,2
4894,O
4895,H
4896,n
4897,i
4898,R
4899,O
4900,n
4901,S
4902,N
4903,A
4904,A
4905,I
4906,y
4907,A
4908,n
4909,n
4910,C
4911,O
4912,R
4913,R
4914,A
4915,H
4916,Z
4917,T
4918,R
4919,O
4920,O
4921,m
4922,1
4923,F
4924,N
4925,H
4926,b
4927,A
4928,O
4929,n
4930,A
4931,X
4932,N
4933,s
4934,d
4935,I
4936,C
4937,0
4938,0
4939,Q
4940,T
4941,S
4942,M
4943,7
4944,l
4945,H
4946,3
4947,f
4948,V
4949,M
4950,C
4951,N
4952,6
4953,p
4954,F
4955,r
4956,g
4957,N
4958,L
4959,k
4960,W
4961,U
4962,I
4963,T
4964,o
4965,i
4966,i
4967,e
4968,1
4969,O
4970,Y
4971,P
4972,h
4973,g
4974,A
4975,K
4976,d
4977,A
4978,A
4979,t
4980,D
4981,5
4982,V
4983,I
4984,O
4985,m
4986,n
4987,S
4988,N
4989,R
4990,H
4991,R
4992,M
4993,n
4994,P
4995,e
4996,H
4997,Q
4998,N
4999,o
5000,v
5001,n
5002,I
5003,N
5004,R
5005,O
5006,o
5007,N
5008,J
5009,S
5010,n
5011,2
5012,A
5013,S
5014,8
5015,C
5016,n
5017,R
5018,2
5019,G
5020,t
5021,L
5022,B
5023,T
5024,o
5025,7
5026,R
5027,T
5028,K
5029,R
5030,B
5031,I
5032,R
5033,R
5034,U
5035,N
5036,L
5037,O
5038,s
5039,L
5040,E
5041,a
5042,h
5043,H
5044,4
5045,S
5046,y
5047,E
5048,O
5049,s
5050,O
5051,E
5052,A
5053,T
5054,A
5055,A
5056,e
5057,0
5058,6
5059,n
5060,H
5061,I
5062,5
5063,O
5064,E
5065,V
5066,1
5067,R
5068,N
5069,i
5070,r
5071,i
5072,E
5073,P
5074,j
5075,D
5076,C
5077,W
5078,S
5079,R
5080,N
5081,O
5082,O
5083,U
5084,O
5085,I
5086,T
5087,a
5088,e
5089,A
5090,A
5091,G
5092,A
5093,z
5094,t
5095,S
5096,1
5097,E
5098,C
5099,X
5100,4
5101,O
5102,P
5103,I
5104,e
5105,r
5106,U
5107,h
5108,E
5109,T
5110,C
5111,U
5112,C
5113,B
5114,0
5115,A
5116,O
5117,C
5118,R
5119,O
5120,i
5121,G
5122,g
5123,n
5124,O
5125,I
5126,A
5127,A
5128,O
5129,T
5130,D
5131,I
5132,A
5133,W
5134,M
5135,G
5136,R
5137,4
5138,D
5139,T
5140,O
5141,O
5142,f
5143,S
5144,A
5145,D
5146,R
5147,y
5148,S
5149,e
5150,I
5151,h
5152,O
5153,7
5154,O
5155,L
5156,B
5157,I
5158,O
5159,s
5160,U
5161,A
5162,U
5163,u
5164,D
5165,S
5166,A
5167,e
5168,e
5169,V
5170,T
5171,O
5172,D
5173,N
5174,P
5175,Y
5176,P
5177,c
5178,3
5179,b
5180,9
5181,C
5182,K
5183,3
5184,D
5185,R
5186,A
5187,A
5188,I
5189,i
5190,T
5191,I
5192,O
5193,a
5194,B
5195,X
5196,a
5197,s
5198,M
5199,r
5200,S
5201,q
5202,A
5203,A
5204,N
5205,e
5206,y
5207,H
5208,B
5209,E
5210,Y
5211,N
5212,q
5213,C
5214,o
5215,E
5216,T
5217,L
5218,K
5219,1
5220,B
5221,A
5222,S
5223,Y
5224,5
5225,y
5226,a
5227,v
5228,G
5229,s
5230,C
5231,S
5232,T
5233,k
5234,M
5235,a
5236,R
5237,U
5238,E
5239,C
5240,N
5241,M
5242,C
5243,i
5244,i
5245,L
5246,b
5247,H
5248,O
5249,O
5250,D
5251,0
5252,P
5253,I
5254,H
5255,l
5256,P
5257,T
5258,s
5259,r
5260,t
5261,M
5262,A
5263,i
5264,t
5265,O
5266,E
5267,E
5268,O
5269,N
5270,Z
5271,r
5272,R
5273,Q
5274,s
5275,O
5276,o
5277,x
5278,4
5279,L
5280,D
5281,e
5282,d
5283,R
5284,G
5285,n
5286,M
5287,D
5288,S
5289,4
5290,T
5291,t
5292,C
5293,T
5294,G
5295,C
5296,M
5297,A
5298,C
5299,N
5300,R
5301,X
5302,T
5303,S
5304,S
5305,A
5306,T
5307,m
5308,a
5309,A
5310,e
5311,C
5312,D
5313,O
5314,L
5315,h
5316,Y
5317,A
5318,U
5319,M
5320,l
5321,O
5322,f
5323,1
5324,O
5325,H
5326,D
5327,E
5328,2
5329,l
5330,Y
5331,t
5332,R
5333,R
5334,H
5335,G
5336,T
5337,O
5338,A
5339,i
5340,V
5341,E
5342,R
5343,e
5344,F
5345,q
5346,6
5347,i
5348,m
5349,l
5350,w
5351,A
5352,h
5353,n
5354,X
5355,E
5356,N
5357,z
5358,1
5359,n
5360,n
5361,A
5362,k
5363,L
5364,N
5365,U
5366,t
5367,A
5368,T
5369,5
5370,S
5371,P
5372,r
5373,A
5374,N
5375,S
5376,E
5377,W
5378,T
5379,P
5380,6
5381,e
5382,P
5383,F
5384,V
5385,T
5386,E
5387,S
5388,G
5389,A
5390,E
5391,J
5392,W
5393,U
5394,D
5395,R
5396,o
5397,s
5398,R
5399,o
5400,I
5401,M
5402,P
5403,A
5404,h
5405,e
5406,B
5407,Z
5408,o
5409,R
5410,L
5411,N
5412,N
5413,k
5414,u
5415,I
5416,N
5417,e
5418,R
5419,A
5420,c
5421,e
5422,W
5423,I
5424,N
5425,G
5426,5
5427,S
5428,m
5429,e
5430,S
5431,o
5432,9
5433,L
5434,o
5435,M
5436,P
5437,R
5438,A
5439,R
5440,N
5441,I
5442,g
5443,2
5444,S
5445,Z
5446,V
5447,R
5448,n
5449,H
5450,p
5451,K
5452,a
5453,I
5454,P
5455,D
5456,o
5457,G
5458,r
5459,B
5460,I
5461,a
5462,O
5463,U
5464,0
5465,4
5466,T
5467,O
5468,G
5469,2
5470,0
5471,E
5472,N
5473,N
5474,Z
5475,O
5476,B
5477,A
5478,S
5479,A
5480,D
5481,0
5482,E
5483,M
5484,N
5485,I
5486,S
5487,o
5488,I
5489,E
5490,O
5491,T
5492,D
5493,A
5494,y
5495,L
5496,G
5497,D
5498,t
5499,R
5500,T
5501,S
5502,O
5503,E
5504,E
5505,R
5506,T
5507,S
5508,I
5509,E
5510,A
5511,g
5512,N
5513,E
5514,G
5515,t
5516,X
5517,E
5518,M
5519,O
5520,G
5521,3
5522,T
5523,e
5524,T
5525,S
5526,R
5527,a
5528,A
5529,S
5530,O
5531,S
5532,n
5533,e
5534,S
5535,R
5536,9
5537,0
5538,o
5539,E
5540,G
5541,O
5542,6
5543,d
5544,G
5545,H
5546,R
5547,S
5548,P
5549,O
5550,2
5551,q
5552,a
5553,A
5554,C
5555,8
5556,o
5557,x
5558,e
5559,E
5560,I
5561,F
5562,e
5563,T
5564,v
5565,g
5566,y
5567,N
5568,l
5569,o
5570,C
5571,W
5572,s
5573,I
5574,N
5575,R
5576,D
5577,F
5578,R
5579,A
5580,A
5581,N
5582,j
5583,a
5584,R
5585,M
5586,B
5587,s
5588,N
5589,H
5590,A
5591,X
5592,G
5593,E
5594,x
5595,I
5596,o
5597,N
5598,a
5599,A
5600,H
5601,D
5602,B
5603,M
5604,S
5605,i
5606,S
5607,R
5608,f
5609,L
5610,T
5611,A
5612,A
5613,I
5614,A
5615,V
5616,6
5617,B
5618,S
5619,R
5620,F
5621,E
5622,E
5623,I
5624,R
5625,o
5626,E
5627,3
5628,T
5629,g
5630,w
5631,M
5632,O
5633,u
5634,O
5635,T
5636,N
5637,A
5638,e
5639,U
5640,R
5641,A
5642,H
5643,L
5644,O
5645,0
5646,O
5647,c
5648,O
5649,A
5650,X
5651,L
5652,h
5653,N
5654,R
5655,D
5656,D
5657,e
5658,I
5659,Y
5660,l
5661,W
5662,T
5663,1
5664,N
5665,1
5666,r
5667,E
5668,e
5669,D
5670,a
5671,4
5672,r
5673,G
5674,D
5675,s
5676,r
5677,N
5678,2
5679,r
5680,e
5681,A
5682,T
5683,2
5684,r
5685,0
5686,J
5687,d
5688,H
5689,i
5690,r
5691,R
5692,N
5693,n
5694,o
5695,U
5696,I
5697,o
5698,R
5699,X
5700,n
5701,R
5702,K
5703,K
5704,E
5705,E
5706,f
5707,L
5708,D
5709,y
5710,O
5711,S
5712,l
5713,V
5714,L
5715,I
5716,t
5717,n
5718,O
5719,P
5720,d
5721,w
5722,O
5723,s
5724,N
5725,I
5726,A
5727,A
5728,a
5729,h
5730,M
5731,J
5732,v
5733,T
5734,o
5735,e
5736,A
5737,I
5738,R
5739,B
5740,N
5741,I
5742,N
5743,a
5744,B
5745,S
5746,S
5747,0
5748,S
5749,N
5750,f
5751,J
5752,A
5753,A
5754,M
5755,M
5756,C
5757,I
5758,R
5759,W
5760,I
5761,A
5762,h
5763,n
5764,B
5765,M
5766,k
5767,L
5768,k
5769,T
5770,i
5771,S
5772,F
5773,A
5774,A
5775,w
5776,A
